geoid,st,cnty,state,county,All Renter Households,All Cost-Burdened Renter Households,% All Renter Households Cost-Burdened,All Severely Cost-Burdened Renter Households,% All Renter Households Severely Cost-Burdened,ELI Renter Households,ELI Cost-Burdened Renter Households,% ELI Renter Households Cost-Burdened,ELI Severely Cost-Burdened Renter Households,% ELI Renter Households Severely Cost-Burdened,VLI Renter Households,VLI Cost-Burdened Renter Households,% VLI Renter Households Cost-Burdened,VLI Severely Cost-Burdened Renter Households,% VLI Renter Households Severely Cost-Burdened,LI Renter Households,LI Cost-Burdened Renter Households,% LI Renter Households Cost-Burdened,LI Severely Cost-Burdened Renter Households,% LI Renter Households Severely Cost-Burdened,NLI Renter Households,NLI Cost-Burdened Renter Households,% NLI Renter Households Cost-Burdened,NLI Severely Cost-Burdened Renter Households,% NLI Renter Households Severely Cost-Burdened,Renter Households At or Below 30% HAMFI (ELI),Units Affordable At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable At or Below 30% HAMFI (ELI),Affordable Units per 100 Households At or Below 30% HAMFI (ELI),Affordable and Available Units At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable and Available At or Below 30% HAMFI (ELI),Affordable and Available Units per 100 Households At or Below 30% HAMFI (ELI),Renter Households At or Below 50% HAMFI (VLI),Units Affordable At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable At or Below 50% HAMFI (VLI),Affordable Units per 100 Households At or Below 50% HAMFI (VLI),Affordable and Available Units At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable and Available At or Below 50% HAMFI (VLI),Affordable and Available Units per 100 Households At or Below 50% HAMFI (VLI),Renter Households At or Below 80% HAMFI (LI),Units Affordable to LI Renter Households,Deficit or Surplus of Units Affordable to LI Renter Households,Units Affordable to LI Renter Households per 100 LI Renter Households,Units Affordable and Available to LI Renter Households,Deficit or Surplus of Units Affordable and Available to LI Renter Households,Units Affordable and Available to LI Renter Households per 100 LI Renter Households,FMR_0BR,FMR_1BR,FMR_2BR,FMR_3BR,FMR_4BR,state_clean,2020 Weighted RS Means Index,Ratio of State Costs to National Avg. of State Avgs.
0500000US51079,51,79,Virginia,Greene County,1515,370,0.244224422,155,0.102310231,190,155,0.815789474,135,0.710526316,275,125,0.454545455,20,0.072727273,490,75,0.153061224,0,0.0,565,15,0.026548673,0,0.0,190,350,160,1.842105263,60,-130,31.57894737,465,840,375,180.6451613,385,-80,82.79569892,955,1415,460,148.1675393,915,-40,95.81151832,863.0,869.0,1140.0,1367.0,1509.0,virginia,0.963,1.021
0500000US51081,51,81,Virginia,Greensville County,845,354,0.418934911,135,0.159763314,110,85,0.772727273,60,0.545454545,125,95,0.76,65,0.52,205,170,0.829268293,10,0.048780488,405,4,0.009876543,0,0.0,110,90,-20,0.818181818,10,-100,9.090909091,235,300,65,127.6595745,130,-105,55.31914894,440,765,325,173.8636364,399,-41,90.68181818,,,,,,virginia,0.963,1.021
0500000US51083,51,83,Virginia,Halifax County,3500,1535,0.438571429,760,0.217142857,875,665,0.76,595,0.68,740,525,0.709459459,140,0.189189189,800,325,0.40625,25,0.03125,1085,20,0.01843318,0,0.0,875,865,-10,0.988571429,325,-550,37.14285714,1615,2395,780,148.2972136,1255,-360,77.70897833,2415,3330,915,137.8881988,2320,-95,96.06625259,,,,,,virginia,0.963,1.021
0500000US51085,51,85,Virginia,Hanover County,6925,2765,0.399277978,1530,0.220938628,1570,1230,0.78343949,1125,0.71656051,1065,830,0.779342723,320,0.300469484,1375,570,0.414545455,35,0.025454545,2915,135,0.046312178,50,0.017152659,1570,1025,-545,0.652866242,470,-1100,29.93630573,2635,2695,60,102.2770398,1505,-1130,57.11574953,4010,6310,2300,157.3566085,3890,-120,97.0074813,,,,,,virginia,0.963,1.021
0500000US51087,51,87,Virginia,Henrico County,47130,21835,0.463293019,10515,0.223106302,8190,7330,0.894993895,6825,0.833333333,8660,7285,0.841224018,3195,0.368937644,11270,6080,0.539485359,325,0.028837622,19005,1140,0.059984215,170,0.008945014,8190,3205,-4985,0.391330891,1570,-6620,19.16971917,16850,13895,-2955,82.46290801,8300,-8550,49.25816024,28120,43225,15105,153.7162162,27730,-390,98.61308677,,,,,,virginia,0.963,1.021
0500000US51089,51,89,Virginia,Henry County,5670,2235,0.394179894,1260,0.222222222,1345,1175,0.873605948,990,0.73605948,1080,735,0.680555556,255,0.236111111,1440,235,0.163194444,15,0.010416667,1800,90,0.05,0,0.0,1345,1585,240,1.178438662,550,-795,40.89219331,2425,4780,2355,197.1134021,2435,10,100.4123711,3865,5985,2120,154.851229,4350,485,112.5485123,665.0,669.0,878.0,1078.0,1217.0,virginia,0.963,1.021
0500000US51091,51,91,Virginia,Highland County,165,49,0.296969697,10,0.060606061,35,10,0.285714286,10,0.285714286,25,0,0.0,0,0.0,60,35,0.583333333,0,0.0,45,4,0.088888889,0,0.0,35,75,40,2.142857143,25,-10,71.42857143,60,115,55,191.6666667,60,0,100.0,120,144,24,120.0,108,-12,90.0,,,,,,virginia,0.963,1.021
0500000US51093,51,93,Virginia,Isle of Wight County,3330,1235,0.370870871,675,0.202702703,825,635,0.76969697,495,0.6,650,235,0.361538462,60,0.092307692,695,335,0.482014388,120,0.172661871,1160,30,0.025862069,0,0.0,825,885,60,1.072727273,360,-465,43.63636364,1475,1770,295,120.0,1160,-315,78.6440678,2170,2880,710,132.718894,2105,-65,97.00460829,,,,,,virginia,0.963,1.021
0500000US51095,51,95,Virginia,James City County,6815,3175,0.465884079,1590,0.233308877,1435,1210,0.843205575,1140,0.794425087,825,715,0.866666667,205,0.248484848,1250,800,0.64,140,0.112,3305,450,0.136157337,105,0.031770045,1435,855,-580,0.595818815,595,-840,41.46341463,2260,2175,-85,96.23893805,1585,-675,70.13274336,3510,5825,2315,165.954416,3965,455,112.962963,,,,,,virginia,0.963,1.021
0500000US51097,51,97,Virginia,King and Queen County,490,149,0.304081633,90,0.183673469,60,50,0.833333333,50,0.833333333,100,75,0.75,20,0.2,115,24,0.208695652,20,0.173913043,220,0,0.0,0,0.0,60,165,105,2.75,15,-45,25.0,160,270,110,168.75,120,-40,75.0,275,440,165,160.0,258,-17,93.81818182,,,,,,virginia,0.963,1.021
0500000US51099,51,99,Virginia,King George County,2370,1014,0.427848101,380,0.160337553,415,335,0.807228916,315,0.759036145,435,380,0.873563218,50,0.114942529,700,295,0.421428571,15,0.021428571,820,4,0.004878049,0,0.0,415,195,-220,0.469879518,95,-320,22.89156627,850,1315,465,154.7058824,765,-85,90.0,1550,2525,975,162.9032258,1780,230,114.8387097,,,,,,virginia,0.963,1.021
0500000US51101,51,101,Virginia,King William County,870,289,0.332183908,105,0.120689655,170,94,0.552941176,90,0.529411765,210,155,0.738095238,15,0.071428571,320,40,0.125,0,0.0,165,0,0.0,0,0.0,170,310,140,1.823529412,105,-65,61.76470588,380,605,225,159.2105263,290,-90,76.31578947,700,850,150,121.4285714,690,-10,98.57142857,,,,,,virginia,0.963,1.021
0500000US51103,51,103,Virginia,Lancaster County,1020,323,0.316666667,113,0.110784314,265,169,0.637735849,79,0.298113208,190,60,0.315789474,20,0.105263158,185,64,0.345945946,4,0.021621622,375,30,0.08,10,0.026666667,265,245,-20,0.924528302,120,-145,45.28301887,455,645,190,141.7582418,445,-10,97.8021978,640,1019,379,159.21875,724,84,113.125,,,,,,virginia,0.963,1.021
0500000US51105,51,105,Virginia,Lee County,2460,1124,0.456910569,774,0.314634146,975,720,0.738461538,610,0.625641026,645,345,0.534883721,160,0.248062016,450,59,0.131111111,4,0.008888889,395,0,0.0,0,0.0,975,1400,425,1.435897436,700,-275,71.79487179,1620,2170,550,133.9506173,1440,-180,88.88888889,2070,2610,540,126.0869565,2210,140,106.763285,847.0,1077.0,1181.0,1494.0,1699.0,virginia,0.963,1.021
0500000US51107,51,107,Virginia,Loudoun County,30455,12430,0.408143162,6080,0.199638811,4590,4155,0.905228758,3625,0.789760349,4780,4035,0.844142259,1910,0.39958159,3165,1860,0.587677725,325,0.102685624,17915,2380,0.132849567,220,0.012280212,4590,2405,-2185,0.523965142,980,-3610,21.35076253,9370,6815,-2555,72.7321238,3475,-5895,37.0864461,12535,13960,1425,111.3681691,8490,-4045,67.73035501,,,,,,virginia,0.963,1.021
0500000US51109,51,109,Virginia,Louisa County,2695,1160,0.430426716,505,0.187384045,670,530,0.791044776,340,0.507462687,420,180,0.428571429,90,0.214285714,745,305,0.409395973,75,0.100671141,860,145,0.168604651,0,0.0,670,640,-30,0.955223881,265,-405,39.55223881,1090,1180,90,108.2568807,840,-250,77.06422018,1835,2330,495,126.9754768,1825,-10,99.45504087,,,,,,virginia,0.963,1.021
0500000US51111,51,111,Virginia,Lunenburg County,1345,464,0.344981413,169,0.125650558,305,210,0.68852459,165,0.540983607,215,164,0.762790698,4,0.018604651,225,75,0.333333333,0,0.0,600,15,0.025,0,0.0,305,240,-65,0.786885246,90,-215,29.50819672,520,940,420,180.7692308,390,-130,75.0,745,1285,540,172.4832215,725,-20,97.31543624,,,,,,virginia,0.963,1.021
0500000US51113,51,113,Virginia,Madison County,915,299,0.326775956,55,0.06010929,80,35,0.4375,20,0.25,255,135,0.529411765,35,0.137254902,145,115,0.793103448,0,0.0,435,14,0.032183908,0,0.0,80,415,335,5.1875,60,-20,75.0,335,505,170,150.7462687,210,-125,62.68656716,480,805,325,167.7083333,425,-55,88.54166667,1030.0,1136.0,1310.0,1690.0,2109.0,virginia,0.963,1.021
0500000US51115,51,115,Virginia,Mathews County,565,190,0.336283186,105,0.185840708,125,80,0.64,80,0.64,115,45,0.391304348,25,0.217391304,75,10,0.133333333,0,0.0,250,55,0.22,0,0.0,125,140,15,1.12,45,-80,36.0,240,285,45,118.75,210,-30,87.5,315,460,145,146.031746,295,-20,93.65079365,,,,,,virginia,0.963,1.021
0500000US51117,51,117,Virginia,Mecklenburg County,3655,1520,0.415868673,1035,0.283173735,1230,965,0.784552846,820,0.666666667,625,300,0.48,170,0.272,695,220,0.316546763,30,0.043165468,1105,35,0.031674208,15,0.013574661,1230,984,-246,0.8,494,-736,40.16260163,1855,2174,319,117.1967655,1244,-611,67.06199461,2550,3174,624,124.4705882,2229,-321,87.41176471,,,,,,virginia,0.963,1.021
0500000US51119,51,119,Virginia,Middlesex County,715,233,0.325874126,63,0.088111888,90,59,0.655555556,49,0.544444444,120,55,0.458333333,10,0.083333333,110,30,0.272727273,0,0.0,395,89,0.225316456,4,0.010126582,90,174,84,1.933333333,49,-41,54.44444444,210,274,64,130.4761905,169,-41,80.47619048,320,579,259,180.9375,349,29,109.0625,,,,,,virginia,0.963,1.021
0500000US51121,51,121,Virginia,Montgomery County,15885,8585,0.540446963,6195,0.389990557,5515,5265,0.954669084,4935,0.894832276,2465,1800,0.730223124,1080,0.438133874,2530,965,0.381422925,180,0.071146245,5370,555,0.103351955,0,0.0,5515,2000,-3515,0.362647325,1135,-4380,20.58023572,7980,6360,-1620,79.69924812,3625,-4355,45.42606516,10510,13595,3085,129.3529971,9370,-1140,89.15318744,860.0,870.0,1016.0,1304.0,1537.0,virginia,0.963,1.021
0500000US51125,51,125,Virginia,Nelson County,1425,455,0.319298246,260,0.18245614,455,250,0.549450549,250,0.549450549,225,105,0.466666667,0,0.0,490,100,0.204081633,10,0.020408163,255,0,0.0,0,0.0,455,770,315,1.692307692,385,-70,84.61538462,680,1425,745,209.5588235,785,105,115.4411765,1170,1515,345,129.4871795,1260,90,107.6923077,,,,,,virginia,0.963,1.021
0500000US51127,51,127,Virginia,New Kent County,840,455,0.541666667,290,0.345238095,140,145,1.035714286,115,0.821428571,195,150,0.769230769,125,0.641025641,175,100,0.571428571,50,0.285714286,325,60,0.184615385,0,0.0,140,115,-25,0.821428571,0,-140,0.0,335,310,-25,92.53731343,115,-220,34.32835821,510,710,200,139.2156863,430,-80,84.31372549,,,,,,virginia,0.963,1.021
0500000US51131,51,131,Virginia,Northampton County,1975,625,0.316455696,245,0.124050633,460,320,0.695652174,160,0.347826087,370,155,0.418918919,85,0.22972973,330,140,0.424242424,0,0.0,815,10,0.012269939,0,0.0,460,620,160,1.347826087,290,-170,63.04347826,830,1230,400,148.1927711,655,-175,78.91566265,1160,1870,710,161.2068966,1095,-65,94.39655172,,,,,,virginia,0.963,1.021
0500000US51133,51,133,Virginia,Northumberland County,560,174,0.310714286,55,0.098214286,60,19,0.316666667,15,0.25,65,40,0.615384615,10,0.153846154,150,115,0.766666667,30,0.2,285,0,0.0,0,0.0,60,150,90,2.5,40,-20,66.66666667,125,255,130,204.0,100,-25,80.0,275,485,210,176.3636364,235,-40,85.45454545,,,,,,virginia,0.963,1.021
0500000US51135,51,135,Virginia,Nottoway County,1525,443,0.290491803,193,0.126557377,265,164,0.618867925,99,0.373584906,230,190,0.826086957,90,0.391304348,275,59,0.214545455,4,0.014545455,750,30,0.04,0,0.0,265,310,45,1.169811321,115,-150,43.39622642,495,675,180,136.3636364,285,-210,57.57575758,770,1400,630,181.8181818,760,-10,98.7012987,,,,,,virginia,0.963,1.021
0500000US51137,51,137,Virginia,Orange County,2960,949,0.320608108,390,0.131756757,725,455,0.627586207,330,0.455172414,490,370,0.755102041,60,0.12244898,585,110,0.188034188,0,0.0,1160,14,0.012068966,0,0.0,725,1065,340,1.468965517,415,-310,57.24137931,1215,1960,745,161.3168724,845,-370,69.5473251,1800,2850,1050,158.3333333,1790,-10,99.44444444,,,,,,virginia,0.963,1.021
0500000US51139,51,139,Virginia,Page County,2730,1063,0.389377289,634,0.232234432,485,365,0.75257732,315,0.649484536,475,395,0.831578947,195,0.410526316,635,265,0.417322835,120,0.188976378,1135,38,0.033480176,4,0.003524229,485,590,105,1.216494845,145,-340,29.89690722,960,1590,630,165.625,715,-245,74.47916667,1595,2420,825,151.7241379,1450,-145,90.90909091,,,,,,virginia,0.963,1.021
0500000US51141,51,141,Virginia,Patrick County,1680,505,0.300595238,300,0.178571429,445,330,0.741573034,260,0.584269663,300,140,0.466666667,20,0.066666667,245,35,0.142857143,20,0.081632653,695,0,0.0,0,0.0,445,595,150,1.337078652,255,-190,57.30337079,745,1450,705,194.6308725,730,-15,97.98657718,990,1650,660,166.6666667,1040,50,105.0505051,,,,,,virginia,0.963,1.021
0500000US51143,51,143,Virginia,Pittsylvania County,5780,2435,0.421280277,1225,0.211937716,1315,1100,0.836501901,995,0.756653992,1325,980,0.739622642,185,0.139622642,1135,290,0.255506608,30,0.026431718,2005,65,0.032418953,15,0.007481297,1315,1200,-115,0.912547529,445,-870,33.84030418,2640,3445,805,130.4924242,1755,-885,66.47727273,3775,5625,1850,149.0066225,3935,160,104.2384106,,,,,,virginia,0.963,1.021
0500000US51145,51,145,Virginia,Powhatan County,915,380,0.415300546,145,0.158469945,120,85,0.708333333,85,0.708333333,230,185,0.804347826,60,0.260869565,230,110,0.47826087,0,0.0,335,0,0.0,0,0.0,120,145,25,1.208333333,50,-70,41.66666667,350,585,235,167.1428571,265,-85,75.71428571,580,885,305,152.5862069,585,5,100.862069,,,,,,virginia,0.963,1.021
0500000US51147,51,147,Virginia,Prince Edward County,2725,1190,0.436697248,695,0.255045872,730,625,0.856164384,585,0.801369863,445,360,0.808988764,100,0.224719101,670,165,0.246268657,10,0.014925373,885,40,0.04519774,0,0.0,730,610,-120,0.835616438,175,-555,23.97260274,1175,1265,90,107.6595745,545,-630,46.38297872,1845,2350,505,127.3712737,1580,-265,85.63685637,,,,,,virginia,0.963,1.021
0500000US51149,51,149,Virginia,Prince George County,3695,1570,0.424898512,825,0.223274696,715,665,0.93006993,665,0.93006993,555,390,0.702702703,160,0.288288288,980,465,0.474489796,0,0.0,1450,50,0.034482759,0,0.0,715,445,-270,0.622377622,75,-640,10.48951049,1270,1430,160,112.5984252,745,-525,58.66141732,2250,3740,1490,166.2222222,2425,175,107.7777778,,,,,,virginia,0.963,1.021
0500000US51153,51,153,Virginia,Prince William County,39275,17955,0.457161044,8570,0.218204965,7915,7225,0.912823752,6490,0.819962097,6945,5960,0.858171346,1940,0.279337653,5225,3130,0.599043062,100,0.019138756,19195,1640,0.085438916,40,0.002083876,7915,2795,-5120,0.353126974,1335,-6580,16.86670878,14860,11535,-3325,77.62449529,6465,-8395,43.50605653,20085,28610,8525,142.4446104,17575,-2510,87.50311177,,,,,,virginia,0.963,1.021
0500000US51155,51,155,Virginia,Pulaski County,4470,1595,0.356823266,935,0.20917226,1075,915,0.851162791,760,0.706976744,595,360,0.605042017,45,0.075630252,735,245,0.333333333,105,0.142857143,2065,75,0.036319613,25,0.012106538,1075,875,-200,0.813953488,435,-640,40.46511628,1670,2740,1070,164.0718563,1325,-345,79.34131737,2405,4250,1845,176.7151767,2275,-130,94.59459459,,,,,,virginia,0.963,1.021
0500000US51157,51,157,Virginia,Rappahannock County,740,220,0.297297297,70,0.094594595,125,75,0.6,45,0.36,155,100,0.64516129,10,0.064516129,135,45,0.333333333,15,0.111111111,325,0,0.0,0,0.0,125,200,75,1.6,70,-55,56.0,280,435,155,155.3571429,215,-65,76.78571429,415,695,280,167.4698795,405,-10,97.59036145,,,,,,virginia,0.963,1.021
0500000US51159,51,159,Virginia,Richmond County,915,264,0.28852459,135,0.147540984,155,125,0.806451613,95,0.612903226,165,75,0.454545455,30,0.181818182,185,20,0.108108108,10,0.054054054,410,44,0.107317073,0,0.0,155,285,130,1.838709677,120,-35,77.41935484,320,470,150,146.875,300,-20,93.75,505,900,395,178.2178218,555,50,109.9009901,,,,,,virginia,0.963,1.021
0500000US51161,51,161,Virginia,Roanoke County,9685,4175,0.431078988,1955,0.201858544,1740,1495,0.859195402,1265,0.727011494,2065,1805,0.87409201,570,0.276029056,1740,715,0.41091954,120,0.068965517,4135,160,0.038694075,0,0.0,1740,1020,-720,0.586206897,515,-1225,29.59770115,3805,4045,240,106.3074901,2175,-1630,57.16162943,5545,8935,3390,161.1361587,5475,-70,98.73760144,,,,,,virginia,0.963,1.021
0500000US51163,51,163,Virginia,Rockbridge County,2135,700,0.327868852,385,0.180327869,260,180,0.692307692,170,0.653846154,280,235,0.839285714,80,0.285714286,485,155,0.319587629,70,0.144329897,1115,130,0.116591928,65,0.058295964,260,400,140,1.538461538,180,-80,69.23076923,540,1065,525,197.2222222,385,-155,71.2962963,1025,1970,945,192.195122,1125,100,109.7560976,,,,,,virginia,0.963,1.021
0500000US51165,51,165,Virginia,Rockingham County,7500,2330,0.310666667,1050,0.14,905,850,0.939226519,710,0.784530387,850,575,0.676470588,180,0.211764706,1740,640,0.367816092,90,0.051724138,4000,265,0.06625,70,0.0175,905,990,85,1.093922652,225,-680,24.86187845,1755,3025,1270,172.3646724,1215,-540,69.23076923,3495,6260,2765,179.1130186,3285,-210,93.99141631,,,,,,virginia,0.963,1.021
0500000US51167,51,167,Virginia,Russell County,2470,720,0.291497976,480,0.194331984,655,435,0.664122137,380,0.580152672,565,265,0.469026549,90,0.159292035,695,20,0.028776978,10,0.014388489,555,0,0.0,0,0.0,655,1115,460,1.702290076,420,-235,64.1221374,1220,2220,1000,181.9672131,1185,-35,97.13114754,1915,2600,685,135.770235,2055,140,107.310705,895.0,939.0,1088.0,1445.0,1703.0,virginia,0.963,1.021
0500000US51169,51,169,Virginia,Scott County,1695,553,0.326253687,375,0.221238938,540,375,0.694444444,335,0.62037037,345,155,0.449275362,40,0.115942029,340,15,0.044117647,0,0.0,475,8,0.016842105,0,0.0,540,770,230,1.425925926,300,-240,55.55555556,885,1560,675,176.2711864,915,30,103.3898305,1225,1720,495,140.4081633,1290,65,105.3061224,,,,,,virginia,0.963,1.021
0500000US51171,51,171,Virginia,Shenandoah County,4855,1760,0.362512873,755,0.155509784,610,570,0.93442623,475,0.778688525,775,590,0.761290323,240,0.309677419,1500,585,0.39,40,0.026666667,1970,15,0.007614213,0,0.0,610,485,-125,0.795081967,135,-475,22.13114754,1385,1985,600,143.3212996,895,-490,64.62093863,2885,4655,1770,161.3518198,2800,-85,97.05372617,,,,,,virginia,0.963,1.021
0500000US51173,51,173,Virginia,Smyth County,3975,1675,0.421383648,795,0.2,1065,850,0.798122066,680,0.638497653,850,530,0.623529412,100,0.117647059,1030,245,0.237864078,15,0.014563107,1025,50,0.048780488,0,0.0,1065,1055,-10,0.990610329,410,-655,38.49765258,1915,3075,1160,160.5744125,1615,-300,84.33420366,2945,3915,970,132.9371817,2980,35,101.188455,,,,,,virginia,0.963,1.021
0500000US51175,51,175,Virginia,Southampton County,1600,524,0.3275,220,0.1375,260,180,0.692307692,160,0.615384615,360,185,0.513888889,60,0.166666667,320,115,0.359375,0,0.0,665,44,0.066165414,0,0.0,260,500,240,1.923076923,125,-135,48.07692308,620,980,360,158.0645161,505,-115,81.4516129,940,1455,515,154.787234,990,50,105.3191489,,,,,,virginia,0.963,1.021
0500000US51177,51,177,Virginia,Spotsylvania County,10315,4710,0.456616578,2275,0.220552593,3065,2415,0.787928222,1900,0.619902121,2055,1650,0.802919708,335,0.163017032,970,385,0.396907216,0,0.0,4220,260,0.061611374,40,0.009478673,3065,1865,-1200,0.608482871,1320,-1745,43.06688418,5120,6280,1160,122.65625,4050,-1070,79.1015625,6090,9965,3875,163.6288998,6430,340,105.5829228,,,,,,virginia,0.963,1.021
0500000US51179,51,179,Virginia,Stafford County,10820,4399,0.406561922,2069,0.191219963,2370,1855,0.782700422,1635,0.689873418,2155,1475,0.684454756,385,0.178654292,1575,455,0.288888889,45,0.028571429,4725,614,0.12994709,4,0.000846561,2370,1240,-1130,0.523206751,845,-1525,35.65400844,4525,5805,1280,128.2872928,3690,-835,81.54696133,6100,9510,3410,155.9016393,6075,-25,99.59016393,,,,,,virginia,0.963,1.021
0500000US51181,51,181,Virginia,Surry County,720,204,0.283333333,90,0.125,180,60,0.333333333,30,0.166666667,175,85,0.485714286,45,0.257142857,115,40,0.347826087,15,0.130434783,255,19,0.074509804,0,0.0,180,274,94,1.522222222,129,-51,71.66666667,355,469,114,132.1126761,319,-36,89.85915493,470,653,183,138.9361702,437,-33,92.9787234,,,,,,virginia,0.963,1.021
0500000US51183,51,183,Virginia,Sussex County,1015,399,0.393103448,185,0.18226601,275,230,0.836363636,155,0.563636364,205,165,0.804878049,30,0.146341463,275,4,0.014545455,0,0.0,260,0,0.0,0,0.0,275,445,170,1.618181818,175,-100,63.63636364,480,1005,525,209.375,515,35,107.2916667,755,1075,320,142.384106,829,74,109.8013245,,,,,,virginia,0.963,1.021
0500000US51185,51,185,Virginia,Tazewell County,4060,1415,0.348522167,670,0.165024631,1065,780,0.732394366,540,0.507042254,605,400,0.661157025,80,0.132231405,1030,165,0.160194175,0,0.0,1360,70,0.051470588,50,0.036764706,1065,1355,290,1.272300469,690,-375,64.78873239,1670,3370,1700,201.7964072,1680,10,100.5988024,2700,4145,1445,153.5185185,2890,190,107.037037,,,,,,virginia,0.963,1.021
0500000US51187,51,187,Virginia,Warren County,3730,1374,0.368364611,524,0.140482574,630,455,0.722222222,310,0.492063492,680,470,0.691176471,190,0.279411765,1045,359,0.34354067,4,0.003827751,1375,90,0.065454545,20,0.014545455,630,600,-30,0.952380952,270,-360,42.85714286,1310,1815,505,138.5496183,965,-345,73.66412214,2355,3500,1145,148.6199575,2415,60,102.5477707,,,,,,virginia,0.963,1.021
0500000US51191,51,191,Virginia,Washington County,5300,1440,0.271698113,775,0.146226415,935,745,0.796791444,630,0.673796791,870,380,0.436781609,95,0.109195402,1055,275,0.260663507,40,0.037914692,2440,40,0.016393443,10,0.004098361,935,1050,115,1.122994652,345,-590,36.89839572,1805,3210,1405,177.8393352,1575,-230,87.25761773,2860,5290,2430,184.965035,3070,210,107.3426573,729.0,818.0,983.0,1292.0,1314.0,virginia,0.963,1.021
0500000US51193,51,193,Virginia,Westmoreland County,1930,959,0.496891192,695,0.360103627,655,589,0.899236641,585,0.893129771,435,180,0.413793103,95,0.218390805,200,60,0.3,15,0.075,640,130,0.203125,0,0.0,655,585,-70,0.893129771,175,-480,26.71755725,1090,1135,45,104.1284404,720,-370,66.05504587,1290,1750,460,135.6589147,1315,25,101.9379845,,,,,,virginia,0.963,1.021
0500000US51195,51,195,Virginia,Wise County,4090,1550,0.378973105,915,0.223716381,1330,1015,0.763157895,825,0.620300752,765,355,0.464052288,65,0.08496732,665,130,0.195488722,25,0.037593985,1335,50,0.037453184,0,0.0,1330,1610,280,1.210526316,680,-650,51.12781955,2095,3130,1035,149.4033413,1795,-300,85.68019093,2760,3970,1210,143.8405797,2825,65,102.3550725,,,,,,virginia,0.963,1.021
0500000US51197,51,197,Virginia,Wythe County,2810,870,0.309608541,465,0.165480427,855,585,0.684210526,440,0.514619883,450,165,0.366666667,25,0.055555556,580,105,0.181034483,0,0.0,920,15,0.016304348,0,0.0,855,1205,350,1.409356725,465,-390,54.38596491,1305,2170,865,166.2835249,1195,-110,91.57088123,1885,2800,915,148.5411141,1900,15,100.795756,,,,,,virginia,0.963,1.021
0500000US51199,51,199,Virginia,York County,6970,3100,0.444763271,1380,0.197991392,830,790,0.951807229,740,0.891566265,575,520,0.904347826,345,0.6,1640,1240,0.756097561,215,0.131097561,3925,550,0.140127389,80,0.020382166,830,375,-455,0.451807229,135,-695,16.26506024,1405,870,-535,61.92170819,540,-865,38.4341637,3045,5140,2095,168.8013136,2825,-220,92.77504105,,,,,,virginia,0.963,1.021
0500000US51510,51,510,Virginia,Alexandria city,42365,17440,0.411660569,8375,0.19768677,7980,7065,0.885338346,6265,0.785087719,5365,4645,0.865796831,1765,0.328984157,3495,2055,0.587982833,230,0.065808298,25525,3675,0.143976494,115,0.004505387,7980,2885,-5095,0.361528822,1875,-6105,23.4962406,13345,5970,-7375,44.73585613,3895,-9450,29.18696141,16840,18625,1785,110.5997625,11790,-5050,70.01187648,,,,,,virginia,0.963,1.021
0500000US51520,51,520,Virginia,Bristol city,2750,1075,0.390909091,730,0.265454545,900,645,0.716666667,605,0.672222222,520,355,0.682692308,125,0.240384615,335,40,0.119402985,0,0.0,995,35,0.035175879,0,0.0,900,815,-85,0.905555556,520,-380,57.77777778,1420,1620,200,114.084507,1055,-365,74.29577465,1755,2690,935,153.2763533,1775,20,101.1396011,,,,,,virginia,0.963,1.021
0500000US51530,51,530,Virginia,Buena Vista city,1165,615,0.527896996,295,0.253218884,115,115,1.0,75,0.652173913,380,380,1.0,165,0.434210526,185,120,0.648648649,55,0.297297297,490,0,0.0,0,0.0,115,170,55,1.47826087,40,-75,34.7826087,495,385,-110,77.77777778,180,-315,36.36363636,680,1075,395,158.0882353,649,-31,95.44117647,,,,,,virginia,0.963,1.021
0500000US51540,51,540,Virginia,Charlottesville city,11335,6195,0.546537274,3490,0.307895898,3785,3485,0.920739762,2995,0.791281374,1680,1405,0.836309524,435,0.258928571,1870,890,0.475935829,45,0.024064171,4000,415,0.10375,15,0.00375,3785,1165,-2620,0.307793923,845,-2940,22.32496697,5465,4380,-1085,80.14638609,2920,-2545,53.43092406,7335,9300,1965,126.7893661,6840,-495,93.25153374,,,,,,virginia,0.963,1.021
0500000US51550,51,550,Virginia,Chesapeake city,24445,12745,0.521374514,6270,0.256494171,4435,3935,0.887260428,3475,0.783540023,4535,3960,0.873208379,2175,0.479603087,5550,3660,0.659459459,480,0.086486486,9925,1190,0.119899244,140,0.014105793,4435,2300,-2135,0.518602029,1280,-3155,28.86133033,8970,5740,-3230,63.99108138,4025,-4945,44.87179487,14520,19095,4575,131.5082645,12830,-1690,88.36088154,,,,,,virginia,0.963,1.021
0500000US51570,51,570,Virginia,Colonial Heights city,2535,1455,0.573964497,685,0.270216963,680,655,0.963235294,570,0.838235294,585,455,0.777777778,115,0.196581197,570,310,0.543859649,0,0.0,700,35,0.05,0,0.0,680,209,-471,0.307352941,119,-561,17.5,1265,1564,299,123.6363636,889,-376,70.27667984,1835,2519,684,137.2752044,1859,24,101.3079019,,,,,,virginia,0.963,1.021
